               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 176,             0.66149,             0.37985,               1.255,             0.99959,                   1,               0.995,             0.90932,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 177,             0.62244,             0.35388,              1.2317,             0.99927,                   1,               0.995,             0.89874,                   0,                   0,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,             0.62238,             0.35054,              1.2229,             0.99968,                   1,               0.995,             0.90852,                   0,                   0,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,              0.6256,             0.35747,              1.2423,             0.99915,                   1,               0.995,             0.88987,                   0,                   0,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,             0.65234,             0.37101,              1.2544,             0.99958,                   1,               0.995,             0.89904,                   0,                   0,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,             0.63727,             0.35891,              1.2522,              0.9996,                   1,               0.995,             0.89291,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 182,             0.64804,             0.36757,              1.2574,             0.99967,                   1,               0.995,             0.89904,                   0,                   0,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,             0.62966,             0.36291,              1.2397,             0.99966,                   1,               0.995,             0.90328,                   0,                   0,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,             0.63143,             0.35671,              1.2404,             0.99971,                   1,               0.995,             0.89064,                   0,                   0,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,             0.64395,             0.36646,              1.2687,             0.99957,                   1,               0.995,             0.89049,                   0,                   0,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,              0.6448,             0.36144,              1.2616,             0.99965,                   1,               0.995,             0.89625,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 187,             0.61738,             0.34994,              1.2557,             0.99967,                   1,               0.995,             0.89568,                   0,                   0,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,             0.62118,             0.34841,              1.2338,             0.99874,                   1,               0.995,             0.90479,                   0,                   0,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,             0.62324,             0.35506,              1.2693,              0.9994,                   1,               0.995,             0.89002,                   0,                   0,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,             0.62909,             0.35355,              1.2376,             0.99897,                   1,               0.995,             0.89581,                   0,                   0,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,             0.60971,             0.34999,               1.226,             0.99965,                   1,               0.995,              0.9104,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 192,             0.63306,             0.35295,               1.257,             0.99972,                   1,               0.995,             0.90115,                   0,                   0,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,             0.61149,             0.34325,              1.2383,             0.99944,                   1,               0.995,             0.88782,                   0,                   0,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,             0.62494,             0.35238,              1.2354,             0.99917,                   1,               0.995,             0.89127,                   0,                   0,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,             0.62659,             0.35686,              1.2448,             0.99949,                   1,               0.995,             0.89389,                   0,                   0,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,             0.61093,             0.34609,              1.2344,              0.9997,                   1,               0.995,             0.91693,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 197,             0.62644,              0.3541,              1.2391,             0.99964,                   1,               0.995,             0.91012,                   0,                   0,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,             0.62076,             0.35032,              1.2427,             0.99971,                   1,               0.995,             0.89815,                   0,                   0,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,             0.63879,             0.36183,              1.2552,             0.99971,                   1,               0.995,             0.89543,                   0,                   0,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,             0.63041,             0.35428,              1.2557,             0.99965,                   1,               0.995,             0.89889,                   0,                   0,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,             0.62232,             0.35302,              1.2386,             0.99945,                   1,               0.995,             0.90477,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 202,             0.59719,             0.34123,              1.2229,             0.99965,                   1,               0.995,              0.9018,                   0,                   0,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,             0.60383,             0.34349,              1.2318,              0.9997,                   1,               0.995,              0.9021,                   0,                   0,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,             0.61351,             0.34789,              1.2334,             0.99972,                   1,               0.995,             0.90084,                   0,                   0,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,             0.61506,             0.35593,              1.2348,             0.99957,                   1,               0.995,             0.89461,                   0,                   0,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,             0.63209,             0.35409,              1.2415,              0.9997,                   1,               0.995,             0.88718,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 207,             0.58781,              0.3328,              1.2133,             0.99969,                   1,               0.995,             0.90382,                   0,                   0,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,             0.62109,             0.35118,               1.234,             0.99969,                   1,               0.995,             0.89437,                   0,                   0,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,             0.60709,             0.34164,              1.2182,              0.9994,                   1,               0.995,             0.89806,                   0,                   0,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,             0.60116,             0.34762,              1.2283,             0.99944,                   1,               0.995,             0.88574,                   0,                   0,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,             0.61826,             0.34869,              1.2267,             0.99967,                   1,               0.995,             0.90084,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 212,             0.59705,             0.33549,              1.2262,             0.99968,                   1,               0.995,              0.8895,                   0,                   0,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,             0.60474,             0.33808,              1.2402,             0.99949,                   1,               0.995,              0.9101,                   0,                   0,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,             0.60977,             0.34142,              1.2311,             0.99971,                   1,               0.995,             0.90493,                   0,                   0,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,             0.59522,             0.33761,              1.2332,             0.99965,                   1,               0.995,             0.89437,                   0,                   0,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,             0.61456,             0.34361,              1.2235,             0.99969,                   1,               0.995,             0.87502,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 217,             0.60392,             0.33651,              1.2263,             0.99968,                   1,               0.995,             0.88744,                   0,                   0,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,             0.59018,             0.33162,              1.2263,             0.99963,                   1,               0.995,             0.90856,                   0,                   0,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,              0.6108,             0.34532,              1.2334,             0.99855,                   1,               0.995,             0.89482,                   0,                   0,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,             0.62081,             0.35176,              1.2484,             0.99885,                   1,               0.995,             0.90948,                   0,                   0,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,             0.60235,              0.3375,              1.2184,                   1,             0.99936,               0.995,             0.89776,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 222,             0.59066,             0.33627,              1.2255,             0.99966,                   1,               0.995,             0.89149,                   0,                   0,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,             0.60448,             0.33768,              1.2206,              0.9995,                   1,               0.995,             0.89785,                   0,                   0,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,             0.60126,             0.33429,              1.2235,             0.99949,                   1,               0.995,             0.90337,                   0,                   0,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,             0.58572,             0.32766,              1.2267,             0.99969,                   1,               0.995,             0.90996,                   0,                   0,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,             0.59214,             0.33305,              1.2327,             0.99971,                   1,               0.995,             0.90198,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 227,             0.61251,             0.33932,              1.2345,             0.99971,                   1,               0.995,             0.89625,                   0,                   0,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,             0.60385,             0.33314,              1.2288,             0.99967,                   1,               0.995,             0.90336,                   0,                   0,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,             0.61654,             0.34326,              1.2352,             0.99967,                   1,               0.995,             0.90116,                   0,                   0,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,              0.5977,             0.32781,              1.2203,             0.99968,                   1,               0.995,             0.87985,                   0,                   0,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,             0.60829,              0.3404,              1.2403,             0.99961,                   1,               0.995,               0.902,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 232,              0.6038,             0.33868,               1.221,              0.9994,                   1,               0.995,             0.90097,                   0,                   0,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,             0.59106,             0.33429,              1.2213,             0.99967,                   1,               0.995,             0.88747,                   0,                   0,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,             0.59587,             0.32967,                1.21,              0.9993,                   1,               0.995,             0.90605,                   0,                   0,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,              0.5905,             0.32615,              1.2094,             0.99961,                   1,               0.995,             0.90596,                   0,                   0,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,             0.60668,             0.33814,              1.2386,             0.99912,                   1,               0.995,             0.90197,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 237,             0.58246,             0.32349,              1.2228,             0.99943,                   1,               0.995,             0.89601,                   0,                   0,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,             0.57496,             0.32898,              1.2128,             0.99964,                   1,               0.995,             0.89015,                   0,                   0,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,             0.59475,             0.33427,              1.2072,             0.99964,                   1,               0.995,             0.89489,                   0,                   0,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,             0.59104,             0.33227,              1.2243,             0.99954,                   1,               0.995,             0.89945,                   0,                   0,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,             0.57426,             0.32971,              1.2123,              0.9997,                   1,               0.995,             0.90461,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 242,             0.57673,             0.32645,              1.2187,             0.99965,                   1,               0.995,              0.9019,                   0,                   0,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,             0.58391,             0.33243,              1.2186,             0.99886,                   1,               0.995,             0.89661,                   0,                   0,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,             0.58577,             0.32802,              1.2158,             0.99958,                   1,               0.995,             0.90836,                   0,                   0,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,             0.58174,             0.32132,              1.2018,             0.99963,                   1,               0.995,             0.90455,                   0,                   0,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,             0.58346,             0.32902,              1.2104,             0.99958,                   1,               0.995,              0.9013,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 247,             0.58429,             0.32926,              1.2293,             0.99932,                   1,               0.995,             0.90442,                   0,                   0,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,              0.5745,             0.31843,              1.2044,             0.99837,                   1,               0.995,             0.89369,                   0,                   0,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,             0.59076,             0.32576,              1.2208,             0.99962,                   1,               0.995,             0.90151,                   0,                   0,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,             0.57131,             0.31129,               1.207,              0.9997,                   1,               0.995,             0.90452,                   0,                   0,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,             0.57251,             0.32066,              1.2167,             0.99972,                   1,               0.995,             0.89597,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 252,             0.59377,              0.3286,              1.2138,             0.99971,                   1,               0.995,             0.89702,                   0,                   0,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,             0.58086,             0.32354,               1.217,             0.99941,                   1,               0.995,             0.89763,                   0,                   0,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,             0.58364,             0.32491,              1.2155,             0.99971,                   1,               0.995,              0.9096,                   0,                   0,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,             0.58759,             0.32759,               1.222,             0.99971,                   1,               0.995,             0.90537,                   0,                   0,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,             0.58261,             0.33202,              1.1999,              0.9996,                   1,               0.995,             0.90234,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 257,             0.58386,             0.32152,              1.2079,             0.99955,                   1,               0.995,             0.90703,                   0,                   0,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,             0.57476,             0.32353,              1.2081,             0.99963,                   1,               0.995,             0.89549,                   0,                   0,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,             0.57235,             0.31363,              1.1936,              0.9996,                   1,               0.995,             0.90177,                   0,                   0,                   0,           0.0048916,           0.0048916,           0.0048916
